Name,Pos,Org,Top 100,Org Rk,Age,Hit,Pitch Sel,Bat Ctrl,Game,Raw,Spd,Fld,Arm,Avg EV,Max EV,FV,playerId
"Endy Rodriguez","C","NYM",,15,"20.4472222","25 / 60",55,55,"20 / 40","35 / 45","45 / 40","45 / 60","50 / 50",90,99,"40","sa3008272"
"Jake Fraley","LF","SEA",,14,"25.3944444","50 / 50",45,55,"35 / 40","45 / 45","55 / 55","50 / 55","40 / 40",86,105,"40","19260"
"Isaiah Greene","CF","NYM",,16,"19.1333333","20 / 40",,35,"25 / 50","45 / 55","60 / 60","40 / 55","45 / 45",,,"40",
"Zach DeLoach","CF","SEA",,15,"22.1638888","30 / 50",,,"30 / 50","50 / 50","60 / 55","40 / 50","45 / 45",,,"40",
"Wilmin Candelario","SS","KCR",,19,"19.1","20 / 40",30,45,"20 / 50","45 / 55","60 / 55","40 / 55","60 / 60",81,99,"40","sa3008834"
"Jaylen Palmer","3B","NYM",,17,"20.2138888","20 / 40",45,30,"25 / 50","50 / 60","50 / 40","40 / 45","55 / 55",91,104,"40","sa3008297"
"Adrian Hernandez","CF","NYM",,18,"19.6916666","20 / 45",40,45,"25 / 50","50 / 55","50 / 55","40 / 50","50 / 50",90,104,"40","sa3005487"
"Braden Bishop","CF","SEA",,17,"27.1527777","40 / 40",45,40,"40 / 40","50 / 50","70 / 70","70 / 70","55 / 55",88,100,"40","17806"
"Lucius Fox","SS","KCR",,21,"23.2916666","40 / 50",55,55,"30 / 30","40 / 40","60 / 60","45 / 50","55 / 55",88,105,"40","sa914200"
"Jonatan Clase","CF","SEA",,18,"18.4","25 / 55",60,50,"20 / 40","40 / 45","70 / 70","45 / 60","45 / 45",81,97,"40","sa3008787"
"Nick Pratto","1B","KCR",,22,"22.0305555","30 / 45",55,40,"30 / 45","50 / 55","40 / 40","50 / 60","60 / 60",86,106,"40","sa3004138"
"Maikel Garcia","SS","KCR",,23,"20.6222222","35 / 55",40,60,"30 / 40","30 / 40","55 / 50","45 / 55","50 / 55",86,100,"40","sa3003246"
"Carlos Cortes","LF","NYM",,21,"23.2972222","30 / 45",50,60,"35 / 55","60 / 60","40 / 40","40 / 45","45 / 45",88,102,"40","sa3008079"
"Darryl Collins","LF","KCR",,24,"18.9194444","25 / 60",45,55,"20 / 50","50 / 55","45 / 40","40 / 50","40 / 40",82,100,"40","sa3010154"
"Alexander Ramirez","CF","NYM",,23,"17.7611111","20 / 50",,,"20 / 55","40 / 55","55 / 55","40 / 50","50 / 55",,,"40"," "
"Alberto Rodriguez","OF","SEA",,22,"20.0305555","25 / 55",50,45,"25 / 50","45 / 50","45 / 40","40 / 45","50 / 50",88,105,"40","sa3005603"
"Alberto Rodriguez","OF","SEA",,22,"20.0305555","25 / 55",50,45,"25 / 50","45 / 50","45 / 40","40 / 45","50 / 50",88,105,"40","sa3005603"
"Edward Olivares","CF","KCR",,26,"24.6138888","45 / 50",40,50,"40 / 45","50 / 50","55 / 55","50 / 55","60 / 60",87,104,"40","19698"
"Ali Sanchez","C","NYM",,24,"23.7416666","45 / 50",45,50,"30 / 30","40 / 40","30 / 30","55 / 55","55 / 55",86,,"40","18551"
"Blake Rutherford","LF","CHW",,15,"23.4583333","40 / 45",50,45,"45 / 50","50 / 50","50 / 50","50 / 50","40 / 40",87,106,"40","sa917932"
"Will Toffey","3B","NYM",,25,"25.7972222","40 / 50",70,40,"30 / 40","50 / 50","50 / 50","50 / 55","70 / 70",88,104,"40","sa829401"
"Carter Bins","C","SEA",,24,"22.4333333","30 / 40",50,30,"25 / 45","55 / 55","45 / 45","40 / 50","60 / 60",86,105,"40","sa1115884"
"Luis Gonzalez","RF","CHW",,16,"25.1027777","50 / 55",45,55,"30 / 35","45 / 45","55 / 55","45 / 50","50 / 50",87,103,"40","20332"
"Kaden Polcovich","2B","SEA",,25,"21.6555555","30 / 45",,,"30 / 45","50 / 50","60 / 60","30 / 45","40 / 40",,,"40",
"Benyamin Bailey","RF","CHW",,17,"19.0805555","25 / 55",,,"20 / 40","40 / 50","50 / 45","40 / 50","45 / 50",87,101,"40","sa3009343"
"Tyler Gentry","RF","KCR",,29,"21.7111111","30 / 45",40,50,"35 / 50","50 / 55","55 / 55","50 / 55","60 / 60",89,107,"40",
"Jose Rodriguez","SS","CHW",,18,"19.4277777","25 / 55",30,55,"20 / 40","45 / 50","55 / 55","40 / 50","50 / 50",88,106,"40","sa3005788"
"Yolbert Sanchez","SS","CHW",,19,"23.6222222","30 / 45",,,"40 / 45","20 / 40","60 / 60","50 / 55","60 / 60",89,101,"40","sa3011471"
"Drew Mendoza","1B","WSN",,12,"23.0194444","30 / 45",70,40,"40 / 55","60 / 65","45 / 40","40 / 50","55 / 55",95,107,"40","sa3011256"
"Gavin Sheets","1B","CHW",,20,"24.4833333","45 / 50",50,55,"45 / 50","70 / 70","30 / 30","40 / 50","40 / 40",88,110,"40","sa829797"
"Yasel Antuna","3B","WSN",,13,"20.975","20 / 45",45,50,"20 / 50","45 / 55","55 / 50","40 / 50","55 / 55",86,103,"40","sa962601"
"Jeison Guzman","SS","KCR",,33,"22.025","45 / 50",35,50,"30 / 35","45 / 45","55 / 55","55 / 60","60 / 60",86,104,"40","sa914314"
"Jeremy De La Rosa","RF","WSN",,14,"18.7527777","20 / 50",45,45,"20 / 55","50 / 60","40 / 30","35 / 45","50 / 50",89,107,"40","sa3011329"
"Brewer Hicklen","LF","KCR",,34,"24.6888888","35 / 40",45,40,"40 / 45","55 / 55","70 / 70","50 / 55","55 / 55",89,106,"40","sa3004159"
"Israel Pineda","C","WSN",,15,"20.5388888","25 / 50",40,40,"20 / 40","45 / 50","30 / 20","40 / 45","55 / 55",85,106,"40","sa3004385"
"Seby Zavala","C","CHW",,23,"27.1361111","30 / 30",50,35,"40 / 45","55 / 55","30 / 30","50 / 50","50 / 50",87,104,"40","18887"
"Michael Massey","2B","KCR",,35,"22.5694444","35 / 55",40,55,"30 / 45","45 / 50","50 / 50","45 / 55","40 / 40",86,105,"40","sa1115910"
"Josh Smith","2B","NYY",,25,"23.1944444","30 / 50",55,60,"30 / 45","50 / 50","50 / 50","45 / 50","55 / 55",88,104,"40","sa3011703"
"Ryder Green","RF","NYY",,28,"20.45","30 / 40",55,40,"35 / 55","65 / 70","55 / 50","45 / 50","60 / 60",89,108,"40","sa3007875"
"Allan Cerda","RF","CIN",,14,"20.8972222","30 / 40",55,40,"35 / 55","50 / 60","50 / 50","40 / 50","60 / 60",89,106,"40","sa3005504"
"Ivan Johnson","2B","CIN",,15,"22.0166666","30 / 50",50,45,"30 / 45","50 / 55","60 / 60","40 / 45","45 / 45",87,105,"40","sa1169627"
"Josh Breaux","C","NYY",,32,"23.0277777","30 / 40",,,"30 / 50","60 / 65","30 / 30","40 / 45","65 / 65",91,108,"40","sa3008051"
"David Calabrese","CF","LAA",,18,"18.0583333","25 / 55",,,"20 / 40","40 / 45","60 / 60","45 / 55","40 / 40",,,"40",
"TJ Friedl","CF","CIN",,18,"25.175","45 / 55",50,50,"30 / 35","40 / 40","70 / 70","50 / 55","45 / 45",84,103,"40","sa943754"
"Raimfer Salinas","CF","NYY",,35,"19.7972222","25 / 50",45,30,"20 / 50","50 / 55","60 / 55","45 / 55","60 / 60",82,101,"40","sa3005597"
"Casey Schmitt","3B/RHP","SFG",,21,"21.6277777","30 / 45",,,"35 / 50","55 / 60","35 / 30","45 / 55","60 / 60",,,"40",
"Adrian Placencia","2B","LAA",,20,"17.375","25 / 55",,,"20 / 40","35 / 45","40 / 40","40 / 50","45 / 45",,,"40",
"Leonardo Rivas","2B","LAA",,21,"23.0194444","35 / 50",60,50,"20 / 30","35 / 40","70 / 70","45 / 50","50 / 50",86,101,"40","sa872542"
"Anthony Garcia","RF","NYY",,37,"20.1166666","20 / 40",50,45,"25 / 60","70 / 80","50 / 40","40 / 45","55 / 55",88,107,"40","sa3005924"
"Jackson Miller","C","CIN",,21,"18.7888888","20 / 45",,40,"25 / 45","40 / 50","40 / 30","30 / 45","50 / 50",,97,"40",
"Orlando Martinez","LF","LAA",,22,"22.6666666","40 / 50",40,55,"40 / 45","50 / 50","45 / 45","55 / 55","55 / 55",87,105,"40","sa3006664"
"Ricardo Genoves","C","SFG",,24,"21.425","30 / 50",50,40,"30 / 45","55 / 60","20 / 20","45 / 50","60 / 60",90,108,"40","sa916844"
"Marcos Cabrera","3B","NYY",,39,"19.0194444","",45,50,"","45 / 55","50 / 45","45 / 50","60 / 60",88,100,"40","sa3008890"
"P.J. Hilson","CF","SFG",,25,"20.1444444","20 / 35",40,30,"25 / 45","50 / 55","70 / 70","45 / 55","70 / 70",87,107,"40","sa3007048"
"Jameson Hannah","LF","CIN",,23,"23.1861111","45 / 55",45,60,"30 / 35","45 / 45","60 / 60","45 / 60","40 / 40",87,104,"40","sa3007046"
"Werner Blakely","3B","LAA",,24,"18.6555555","20 / 45",,,"20 / 50","40 / 60","45 / 40","35 / 55","50 / 55",,,"40",
"Dilan Rosario","SS","SFG",,26,"19.3361111","20 / 40",40,40,"25 / 50","50 / 55","60 / 55","40 / 50","40 / 50",86,104,"40","sa3010165"
"Trevor Hauver","2B","NYY",,41,"21.9083333","30 / 45",70,45,"35 / 50","50 / 50","40 / 40","30 / 40","45 / 45",,,"40",
"Aeverson Arteaga","SS","SFG",,27,"17.5861111","20 / 50",,,"20 / 40","30 / 45","60 / 55","45 / 60","55 / 60",,,"40",
"Luis Alexander Basabe","CF","SFG",,29,"24.1416666","35 / 45",55,40,"35 / 45","50 / 50","60 / 60","40 / 45","60 / 60",86,102,"40","17839"
"Dominic Fletcher","RF","ARI",,23,"23.125","30 / 50",40,50,"40 / 50","55 / 55","45 / 40","50 / 55","55 / 55",89,108,"40","sa1115778"
"Jeferson Espinal","CF","ARI",,24,"18.3611111","20 / 50",40,40,"20 / 45","40 / 50","60 / 60","45 / 60","45 / 45",81,97,"40","sa3008793"
"Kean Wong","2B","SFG",,32,"25.5","50 / 50",50,55,"30 / 30","35 / 35","50 / 50","50 / 50","50 / 50",84,103,"40","15994"
"Jose Siri","CF","SFG",,33,"25.2361111","30 / 35",30,50,"45 / 50","55 / 55","60 / 60","45 / 50","60 / 60",88,,"40","sa736940"
"Pavin Smith","1B","ARI",,28,"24.6972222","45 / 55",60,65,"40 / 45","50 / 50","40 / 40","40 / 40","45 / 45",89,106,"40","19892"
"Domingo Leyba","2B","ARI",,29,"25.1","55 / 60",40,50,"30 / 30","40 / 40","45 / 45","45 / 50","50 / 50",87,104,"40","16404"
"Jorge Barrosa","CF","ARI",,31,"19.6666666","25 / 60",50,60,"30 / 40","35 / 40","55 / 55","45 / 60","50 / 50",85,98,"40","sa3005524"
"Buddy Kennedy","3B","ARI",,32,"22.0333333","35 / 55",55,60,"35 / 50","50 / 55","35 / 30","35 / 40","50 / 50",88,106,"40","sa3004617"
"Alvin Guzman","CF","ARI",,33,"18.9916666","20 / 40",35,30,"20 / 50","45 / 55","60 / 60","40 / 55","70 / 70",87,101,"40","sa3008748"
"Drew Ellis","3B","ARI",,35,"24.8777777","35 / 45",60,55,"45 / 55","60 / 60","40 / 30","40 / 45","50 / 50",89,106,"40","sa3004687"
"Neyfy Castillo","1B","ARI",,36,"19.625","20 / 45",50,45,"35 / 60","50 / 60","45 / 40","40 / 50","45 / 45",89,107,"40","sa3005544"
"DJ Peters","CF","LAD",,19,"24.8472222","30 / 35",50,40,"45 / 55","70 / 70","60 / 50","45 / 50","60 / 60",89,110,"40","sa829712"
"Skye Bolt","CF","OAK",,16,"26.7555555","40 / 40",55,45,"40 / 45","50 / 50","60 / 60","50 / 50","55 / 55",90,,"40","17723"
"Edmundo Sosa","SS","STL",,15,"24.6138888","45 / 50",30,55,"30 / 35","45 / 45","50 / 50","55 / 55","50 / 50",87,106,"40","17022"
"Vimael Machin","UTIL","OAK",,17,"27.0611111","60 / 60",60,60,"35 / 35","40 / 40","30 / 30","45 / 45","50 / 50",89,108,"40","17684"
"Elehuris Montero","3B","STL",,16,"22.1666666","35 / 50",30,55,"35 / 50","55 / 60","40 / 40","40 / 45","55 / 55",88,106,"40","sa872477"
"Omar Estevez","2B","LAD",,23,"22.6444444","45 / 55",50,55,"40 / 45","50 / 50","30 / 30","40 / 40","45 / 45",88,107,"40","sa914242"
"Jordan Diaz","3B","OAK",,19,"20.1777777","25 / 60",40,60,"20 / 40","50 / 55","45 / 40","40 / 45","50 / 50",88,,"40","sa3003221"
"Cody Thomas","RF","LAD",,25,"26.025","30 / 35",50,40,"45 / 55","60 / 60","55 / 55","50 / 55","55 / 55",90,108,"40","sa738459"
"Jeremy Eierman","SS","OAK",,20,"24.1027777","30 / 40",40,40,"35 / 50","60 / 60","50 / 45","40 / 45","60 / 60",87,,"40","sa3007005"
"Luken Baker","1B","STL",,19,"23.6027777","30 / 45",55,45,"35 / 60","70 / 70","30 / 20","40 / 45","60 / 60",91,109,"40","sa3008267"
"Jhoan Paulino","3B","OAK",,21,"19.35","20 / 45",35,50,"25 / 50","50 / 55","40 / 40","40 / 45","55 / 55",85,,"40","sa3005563"
"Zach McKinstry","2B","LAD",,27,"25.4666666","50 / 50",40,55,"35 / 40","45 / 45","55 / 55","60 / 60","55 / 55",88,104,"40","19392"
"Kyle McCann","1B","OAK",,22,"22.875","30 / 45",40,40,"35 / 55","60 / 60","30 / 30","40 / 50","50 / 50",91,,"40","sa1159677"
"Juan Yepez","1B","STL",,22,"22.6611111","40 / 45",40,45,"40 / 50","60 / 60","40 / 40","45 / 50","55 / 55",89,107,"40","sa877505"
"Jorbit Vivas","2B","LAD",,29,"19.6055555","25 / 55",45,55,"25 / 45","35 / 40","45 / 45","40 / 50","50 / 50",84,103,"40","sa3005511"
"Drew Millas","C","OAK",,24,"22.7555555","30 / 50",,,"30 / 45","60 / 60","50 / 45","40 / 50","55 / 55",,,"40",
"Malcom Nunez","1B","STL",,25,"19.6055555","25 / 50",45,50,"20 / 55","55 / 60","30 / 20","30 / 45","55 / 55",90,106,"40","sa3008113"
"Cristian Santana","3B","LAD",,32,"23.6472222","30 / 45",20,60,"40 / 55","60 / 65","40 / 40","50 / 60","70 / 70",90,109,"40","sa392969"
"Alexfri Planez","RF","CLE",,29,"19.1666666","20 / 40",30,35,"25 / 55","50 / 60","45 / 45","40 / 50","60 / 60",84,108,"40","sa3005515"
"Vaughn Grissom","SS","ATL",,15,"19.7833333","20 / 45",45,45,"25 / 50","50 / 55","50 / 50","40 / 50","55 / 55",84,103,"40","sa3010711"
"Owen Miller","SS","CLE",,31,"23.9222222","40 / 50",50,55,"30 / 40","50 / 50","45 / 45","45 / 50","55 / 55",86,103,"40","sa3006673"
"Richard Palacios","2B","CLE",,32,"23.4194444","35 / 60",60,60,"30 / 40","40 / 40","65 / 65","45 / 50","50 / 50",,,"40","sa3006908"
"Jose Fermin","SS","CLE",,33,"21.55","35 / 60",45,70,"20 / 30","30 / 35","55 / 55","50 / 55","55 / 55",84,98,"40","sa917339"
"Bobby Bradley","DH","CLE",,34,"24.3833333","30 / 35",60,35,"50 / 55","65 / 60","20 / 20","40 / 45","50 / 50",93,110,"40","17278"
"Milan Tolentino","SS","CLE",,37,"18.9166666","25 / 50",,,"20 / 30","30 / 40","55 / 55","45 / 60","55 / 55",,,"40",
"Yordys Valdes","SS","CLE",,38,"19.1694444","20 / 40",45,35,"20 / 40","40 / 45","55 / 55","50 / 60","50 / 50",80,99,"40","sa3010037"
"Will Benson","RF","CLE",,40,"22.3361111","30 / 35",60,35,"40 / 60","70 / 70","55 / 50","45 / 50","80 / 80",90,107,"40","sa917927"
"Ernie Clement","SS","CLE",,44,"24.5694444","50 / 60",45,70,"30 / 35","40 / 40","70 / 70","40 / 40","50 / 50",85,105,"40","sa915732"
"Andres Melendez","C","CLE",,45,"19.4055555","25 / 50",50,55,"20 / 35","45 / 50","45 / 40","45 / 55","55 / 55",88,103,"40","sa3005523"
"Jamari Baylor","2B","PHI",,13,"20.2","20 / 50",,,"20 / 45","50 / 55","55 / 55","40 / 50","50 / 55",,,"40","sa3011446"
"Nick Maton","SS","PHI",,15,"23.6638888","30 / 45",55,45,"30 / 40","45 / 45","55 / 55","50 / 55","60 / 60",87,103,"40","sa876186"
"Jhailyn Ortiz","RF","PHI",,18,"21.9138888","30 / 40",35,45,"35 / 60","70 / 70","40 / 30","35 / 40","60 / 60",88,110,"40","sa920180"
"Rodolfo Duran","C","PHI",,20,"22.6611111","35 / 45",35,50,"35 / 40","50 / 50","40 / 40","50 / 55","55 / 55",89,107,"40","sa877500"
"Ford Proctor","SS","TBR",,22,"23.8694444","35 / 60",55,55,"30 / 40","40 / 40","45 / 45","50 / 50","50 / 50",88,104,"40","sa876187"
"Moises Gomez","RF","TBR",,23,"22.1388888","30 / 40",40,50,"40 / 55","60 / 60","50 / 40","45 / 50","55 / 55",92,110,"40","sa875163"
"Jhon Diaz","CF","TBR",,24,"18.0444444","25 / 55",,,"20 / 40","40 / 45","55 / 55","45 / 50","55 / 55",,,"40",
"Cadyn Grenier","SS","BAL",,19,"23.9638888","30 / 35",55,40,"35 / 45","50 / 50","70 / 70","50 / 55","60 / 60",87,105,"40","sa3008140"
"Curtis Mead","2B","TBR",,28,"19.975","25 / 60",40,50,"20 / 50","45 / 55","45 / 40","40 / 50","50 / 50",89,103,"40","sa3008392"
"Rylan Bannon","3B","BAL",,21,"24.4861111","50 / 55",55,60,"40 / 45","45 / 45","50 / 50","40 / 40","45 / 45",86,105,"40","sa3004162"
"Alika Williams","SS","TBR",,30,"21.5972222","35 / 55",,60,"20 / 30","35 / 40","60 / 60","50 / 60","55 / 55",,,"40",
"Hudson Haskin","CF","BAL",,22,"21.7972222","35 / 55",55,60,"30 / 40","50 / 50","60 / 60","45 / 55","60 / 60",87,109,"40",
"Will Banfield","C","MIA",,26,"20.9138888","30 / 40",50,40,"35 / 50","55 / 55","50 / 45","45 / 55","60 / 60",86,104,"40","sa3007973"
"Pedro Martinez","2B","TBR",,31,"19.7194444","25 / 55",55,55,"20 / 50","45 / 50","45 / 40","40 / 50","50 / 50",86,100,"40","sa3005795"
"Tyler Nevin","1B","BAL",,23,"23.3833333","50 / 55",50,60,"40 / 45","50 / 55","35 / 35","40 / 45","50 / 50",89,105,"40","sa874752"
"Grant Lavigne","1B","COL",,15,"21.1388888","30 / 50",55,45,"30 / 55","50 / 55","40 / 30","40 / 50","50 / 50",86,107,"40","sa3007743"
"Tristan Gray","1B","TBR",,32,"24.5694444","45 / 50",60,60,"40 / 45","45 / 45","40 / 40","45 / 50","50 / 50",88,106,"40","sa829756"
"Tanner Dodson","RHP","TBR",,33,"23.4388888","35 / 55",45,50,"30 / 30","40 / 40","60 / 60","40 / 45","80 / 80",,103,"40","sa3007008"
"Eddy Diaz","2B","COL",,18,"20.675","25 / 55",45,55,"20 / 40","40 / 45","60 / 60","45 / 50","50 / 50",87,105,"40","sa3004979"
"Griffin Conine","RF","MIA",,30,"23.2666666","30 / 35",55,30,"35 / 60","70 / 70","45 / 40","45 / 50","60 / 60",94,112,"40","sa876060"
"Ramon Urias","2B","BAL",,28,"26.3722222","55 / 55",45,55,"40 / 40","45 / 45","40 / 40","40 / 40","40 / 40",91,107,"40","18795"
"Jose Devers","2B","MIA",,32,"20.8611111","35 / 60",45,60,"20 / 30","35 / 40","60 / 60","50 / 55","55 / 55",81,100,"40","sa3003295"
"Darell Hernaiz","SS","BAL",,30,"19.2055555","25 / 50",50,50,"20 / 45","45 / 50","50 / 45","40 / 50","55 / 55",84,104,"40","sa3011309"
"Ezequiel Tovar","SS","COL",,22,"19.2111111","20 / 50",40,40,"20 / 30","30 / 40","55 / 55","50 / 60","50 / 55",82,102,"40","sa3008239"
"Brian Miller","CF","MIA",,35,"25.1583333","45 / 55",45,55,"20 / 30","45 / 45","55 / 55","45 / 50","40 / 40",85,101,"40","sa915826"
"Victor Victor Mesa","CF","MIA",,36,"24.2416666","40 / 50",30,55,"20 / 30","50 / 50","60 / 60","60 / 60","70 / 70",87,102,"40","sa3008602"
"Jose De La Cruz","RF","DET",,17,"18.7888888","20 / 50",45,45,"25 / 55","50 / 60","45 / 30","40 / 50","60 / 60",90,109,"40","sa3008747"
"Kevin Kramer","2B","PIT",,22,"27.0388888","45 / 50",45,50,"40 / 45","45 / 45","40 / 40","40 / 45","50 / 50",88,104,"40","17689"
"Bryant Packard","LF","DET",,19,"23.0305555","30 / 45",55,50,"35 / 55","55 / 55","30 / 30","40 / 45","40 / 40",86,106,"40","sa3010590"
"Zack Short","SS","DET",,20,"25.3833333","35 / 40",60,40,"45 / 45","45 / 45","45 / 45","50 / 50","50 / 50",87,107,"40","sa873287"
"Joe Gray","CF","MIL",,16,"20.5972222","30 / 40",,,"30 / 50","50 / 60","55 / 50","45 / 50","60 / 60",85,106,"40","sa3008005"
"Jake Rogers","C","DET",,21,"25.4972222","30 / 40",50,35,"40 / 50","50 / 50","40 / 40","70 / 80","60 / 60",90,105,"40","19452"
"Gage Workman","3B","DET",,22,"20.9805555","30 / 40",50,40,"30 / 50","50 / 55","40 / 40","45 / 55","55 / 55",92,110,"40",
"Jared Triolo","3B","PIT",,26,"22.6916666","30 / 50",55,50,"30 / 45","50 / 50","45 / 45","50 / 55","55 / 55",89,104,"40","sa3010272"
"Jarren Duran","CF","BOS",,12,"24.1166666","45 / 50",45,45,"30 / 40","45 / 45","70 / 70","35 / 45","40 / 40",88,106,"40","sa3006786"
"Carlos Rodriguez","CF","MIL",,19,"19.8611111","25 / 60",30,60,"20 / 30","30 / 40","70 / 70","45 / 60","50 / 50",86,97,"40","sa3005478"
"Adinso Reyes","3B","DET",,24,"18.9861111","20 / 50",,,"25 / 50","50 / 55","50 / 45","40 / 50","50 / 50",89,107,"40","sa3008750"
"Colt Keith","SS/RHP","DET",,25,"19.175","25 / 55",,55,"25 / 50","45 / 50","40 / 35","40 / 50","55 / 55",,,"40",
"Payton Henry","C","MIL",,21,"23.3138888","30 / 40",,,"20 / 45","60 / 60","30 / 30","40 / 50","55 / 55",89,106,"40","sa918019"
"Kody Clemens","2B","DET",,26,"24.4222222","30 / 50",50,50,"30 / 45","50 / 50","45 / 45","40 / 45","50 / 50",89,104,"40","sa3008002"
"Thomas Dillard","1B","MIL",,22,"23.1361111","30 / 40",60,45,"35 / 60","65 / 65","35 / 35","40 / 45","50 / 50",90,111,"40","sa3011308"
"Nick Decker","RF","BOS",,16,"21.0416666","30 / 40",55,40,"35 / 55","55 / 60","50 / 45","40 / 50","55 / 55",87,101,"40","sa3008590"
"Jack Kenley","2B","DET",,27,"23.025","35 / 55",50,45,"30 / 40","45 / 50","50 / 50","45 / 50","50 / 50",82,101,"40","sa3010718"
"Hayden Cantrelle","2B","MIL",,23,"21.8944444","30 / 40",40,55,"30 / 45","45 / 50","60 / 60","35 / 45","45 / 45",80,98,"40",
"Jack Herman","RF","PIT",,31,"21.0472222","30 / 40",50,40,"35 / 55","50 / 55","40 / 40","40 / 50","60 / 60",89,103,"40","sa3007877"
"Ryan Kreidler","3B","DET",,28,"22.9305555","35 / 50",50,50,"30 / 40","45 / 45","45 / 45","45 / 50","55 / 55",86,102,"40","sa3010587"
"David Hamilton","SS","MIL",,24,"23.05","30 / 50",,,"30 / 40","40 / 45","55 / 55","45 / 55","50 / 50",,,"40",
"Lolo Sanchez","CF","PIT",,32,"21.4833333","35 / 50",40,55,"20 / 45","30 / 45","60 / 60","45 / 55","55 / 55",82,101,"40","sa917767"
"Connor Wong","C","BOS",,18,"24.4111111","30 / 35",30,45,"40 / 45","50 / 50","50 / 50","45 / 50","50 / 50",88,106,"40","sa873978"
"Trei Cruz","SS","DET",,29,"22.2833333","30 / 50",55,55,"30 / 35","40 / 40","50 / 50","40 / 50","50 / 50",85,105,"40",
"Antoni Flores","SS","BOS",,19,"20.0083333","20 / 50",50,40,"20 / 50","45 / 55","50 / 45","45 / 55","60 / 60",84,99,"40","sa3005489"
"Roberto Campos","RF","DET",,30,"17.3416666","20 / 50",,,"25 / 55","55 / 60","45 / 40","40 / 50","50 / 50",,,"40",
"Joey Wiemer","RF","MIL",,26,"21.6833333","30 / 40",,,"30 / 50","50 / 55","45 / 40","40 / 50","60 / 60",94,110,"40",
"Jason Martin","RF","PIT",,34,"25.1166666","45 / 50",55,50,"40 / 45","50 / 50","50 / 50","45 / 50","50 / 50",87,104,"40","16429"
"Brainer Bonaci","SS","BOS",,20,"18.2722222","25 / 55",45,50,"20 / 40","45 / 50","55 / 50","40 / 50","70 / 70",88,99,"40","sa3008836"
"Nick Kahle","C","MIL",,27,"22.6305555","30 / 50",,,"30 / 40","45 / 45","30 / 30","45 / 50","45 / 45",94,102,"40","sa1115979"
"Blaze Jordan","1B","BOS",,21,"17.8277777","25 / 55",50,55,"30 / 55","55 / 60","35 / 30","40 / 60","50 / 50",82,103,"40",
"David Fry","C","MIL",,28,"24.9083333","35 / 45",50,45,"35 / 45","50 / 50","35 / 35","40 / 45","50 / 50",88,103,"40","sa3006787"
