Name,Pos,Org,Top 100,Org Rk,Age,Hit,Pitch Sel,Bat Ctrl,Game,Raw,Spd,Fld,Arm,Avg EV,Max EV,FV,playerId
"Zavier Warren","3B","MIL",,29,"21.775","35 / 50",55,40,"30 / 40","45 / 45","50 / 50","30 / 45","60 / 60",96,102,"40",
"David Garcia","C","TEX",,24,"20.6972222","35 / 55",55,55,"20 / 40","40 / 45","40 / 30","45 / 55","55 / 55",87,,"40","sa3003197"
"Bryan Gonzalez","RF","BOS",,24,"19.0805555","20 / 45",50,40,"25 / 55","50 / 60","40 / 30","35 / 45","45 / 45",87,102,"40","sa3008805"
"Micah Bello","CF","MIL",,31,"20.2388888","25 / 55",45,55,"20 / 30","40 / 45","50 / 50","45 / 55","55 / 55",83,102,"40","sa3006883"
"Brandon Howlett","3B","BOS",,25,"21.0972222","20 / 50",55,40,"35 / 50","55 / 60","40 / 40","40 / 50","50 / 50",86,103,"40","sa3007745"
"Korry Howell","CF","MIL",,32,"22.1277777","30 / 45",55,40,"30 / 35","35 / 40","70 / 70","40 / 45","40 / 45",83,101,"40","sa3008238"
"Yonny Hernandez","SS","TEX",,26,"22.4527777","45 / 60",60,60,"20 / 30","30 / 30","60 / 60","50 / 55","50 / 50",82,,"40","sa872473"
"C.J. Chatham","SS","BOS",,26,"25.8194444","35 / 45",40,40,"30 / 40","45 / 45","50 / 50","50 / 55","60 / 60",87,102,"40","sa873984"
"Jonathan Arauz","2B","BOS",,27,"22.2055555","45 / 55",60,45,"20 / 30","40 / 45","45 / 45","50 / 55","55 / 55",88,105,"40","20275"
"Luisangel Acuna","SS","TEX",,28,"18.5972222","20 / 50",,,"20 / 45","40 / 45","55 / 55","45 / 50","55 / 55",,,"40","sa3008765"
"Randy Florentino","C","TEX",,30,"20.2833333","25 / 55",60,50,"20 / 40","40 / 45","45 / 40","35 / 50","55 / 55",87,,"40","sa3005529"
"Bubba Thompson","CF","TEX",,31,"22.3555555","30 / 35",40,30,"30 / 45","50 / 55","60 / 60","45 / 50","45 / 45",89,,"40","sa3004140"
"Pedro Gonzalez","CF","TEX",,32,"22.9722222","30 / 35",45,40,"40 / 50","55 / 60","55 / 50","45 / 50","55 / 55",89,,"40","sa872568"
"Eli White","2B","TEX",,35,"26.3083333","50 / 55",50,55,"30 / 35","45 / 45","60 / 60","50 / 50","50 / 50",87,,"40","19346"
"Zion Bannister","CF","TEX",,42,"19.1055555","20 / 45",,,"20 / 45","45 / 55","60 / 60","30 / 50","40 / 45",,,"35+","sa3011828"
"Evan Carter","CF","TEX",,43,"18.1333333","20 / 45",,,"20 / 45","45 / 50","55 / 55","40 / 50","50 / 50",,,"35+",
"Chris Seise","SS","TEX",,46,"21.7805555","30 / 40",,,"30 / 55","50 / 60","50 / 45","40 / 50","55 / 60",,,"35+","sa3004142"
"Yohel Pozo","C","TEX",,49,"23.3416666","45 / 55",30,70,"30 / 40","50 / 50","20 / 20","40 / 50","45 / 45",89,,"35+","sa828445"
"Alexander Ovalles","1B","TEX",,50,"20.0305555","25 / 60",50,60,"20 / 45","45 / 50","30 / 30","45 / 60","50 / 50",89,,"35+","sa3005781"
"Frainyer Chavez","SS","TEX",,52,"21.3972222","35 / 55",55,55,"30 / 35","40 / 40","55 / 55","45 / 50","50 / 50",82,,"35+","sa3007019"
"Thomas Saggese","2B","TEX",,53,"18.5166666","25 / 55",,,"20 / 40","40 / 45","45 / 40","40 / 50","50 / 50",,,"35+",
"Owen Caissie","OF","SDP",,32,"18.275","20 / 45",,40,"20 / 55","45 / 60","45 / 40","40 / 50","60 / 60",,,"35+",
"Zayad Salinas","LHP/OF","SDP",,34,"17.7611111","20 / 50",,,"20 / 45","40 / 50","55 / 50","40 / 50","60 / 60",,,"35+",
"Alerick Soularie","LF","MIN",,34,"21.2833333","30 / 45",,,"35 / 50","50 / 55","55 / 55","45 / 55","45 / 45",87,103,"35+",
"Nick Gordon","SS","MIN",,35,"24.9805555","40 / 45",40,40,"30 / 40","50 / 50","55 / 55","45 / 50","55 / 55",87,102,"35+","sa828662"
"Angel Solarte","CF","SDP",,37,"19.5666666","25 / 55",40,60,"20 / 40","30 / 45","60 / 60","45 / 60","55 / 55",88,104,"35+","sa3007037"
"Willie Joe Garry Jr.","CF","MIN",,37,"20.3833333","20 / 40",40,45,"25 / 50","45 / 55","55 / 50","45 / 50","50 / 50",85,104,"35+","sa3007065"
"Cristian Heredia","CF","SDP",,39,"19.5138888","25 / 55",50,50,"20 / 45","45 / 50","50 / 50","45 / 50","45 / 45",86,108,"35+","sa3005731"
"Jair Camargo","C","MIN",,38,"21.2944444","30 / 40",30,40,"30 / 50","65 / 65","20 / 20","45 / 50","55 / 55",91,109,"35+",
"Bryan De La Cruz","RF","HOU",,38,"23.8361111","45 / 50",45,50,"35 / 40","50 / 50","50 / 50","55 / 55","50 / 50",89,107,"35+","sa828304"
"Seth Gray","3B","MIN",,40,"22.3805555","30 / 40",60,45,"35 / 55","60 / 60","45 / 45","45 / 50","55 / 55",87,105,"35+","sa1115752"
"Jason Vosler","3B","SDP",,43,"27.1138888","40 / 40",55,40,"50 / 50","60 / 60","30 / 30","40 / 40","50 / 50",91,108,"35+","sa829190"
"Alfonso Rivas","1B","CHC",,31,"24.0944444","45 / 55",60,50,"40 / 45","50 / 50","40 / 40","45 / 50","40 / 40",88,105,"35+","sa3007014"
"Caleb Hamilton","C","MIN",,42,"25.7","30 / 35",55,35,"35 / 40","50 / 50","50 / 50","50 / 55","60 / 60",89,104,"35+","sa738961"
"Sean Guilbe","SS","SDP",,44,"20.8444444","30 / 40",45,40,"25 / 50","50 / 55","50 / 50","35 / 45","50 / 50",89,107,"35+","sa3008185"
"Charles Mack","C","MIN",,43,"20.9305555","30 / 50",45,45,"30 / 50","45 / 50","50 / 50","40 / 50","40 / 40",88,105,"35+","sa3008250"
"Reivaj Garcia","2B","CHC",,36,"19.1805555","25 / 55",45,55,"20 / 45","40 / 45","50 / 45","45 / 55","50 / 50",81,95,"35+","sa3006900"
"Jordan Nwogu","CF","CHC",,37,"21.6027777","30 / 45",,,"30 / 50","55 / 60","55 / 55","40 / 50","45 / 45",93,110,"35+",
"Nelson Velazquez","LF","CHC",,38,"21.8083333","30 / 40",30,45,"30 / 50","60 / 65","50 / 40","30 / 45","50 / 50",92,108,"35+","sa3005129"
"Javier D'Orazio","C","TOR",,31,"18.8027777","25 / 55",,,"20 / 45","45 / 50","35 / 30","40 / 50","45 / 50",87,100,"35+","sa3008876"
"Chavez Young","CF","TOR",,34,"23.275","30 / 50",45,60,"50 / 50","40 / 45","55 / 55","45 / 50","60 / 60",84,104,"35+","sa918963"
"Tanner Morris","LF","TOR",,35,"23.1111111","35 / 60",55,60,"30 / 40","50 / 50","40 / 40","40 / 45","40 / 40",85,105,"35+","sa3009873"
"Freddy Valdez","RF","NYM",,26,"18.8638888","25 / 50",,,"20 / 55","50 / 55","40 / 30","40 / 45","45 / 45",85,101,"35+","sa3009190"
"Desmond Lindsay","CF","NYM",,28,"23.7555555","30 / 40",45,40,"40 / 50","60 / 60","60 / 55","45 / 50","50 / 50",90,104,"35+","sa874792"
"Jake Burger","3B","CHW",,24,"24.5194444","35 / 50",,,"40 / 55","60 / 60","30 / 30","40 / 45","60 / 60",,,"35+","sa915698"
"Bryan Ramos","3B","CHW",,25,"18.5972222","20 / 45",45,45,"25 / 50","50 / 55","50 / 45","40 / 50","60 / 60",86,106,"35+","sa3010024"
"Samuel Infante","3B","WSN",,18,"19.3194444","25 / 50",,,"20 / 45","50 / 55","50 / 40","40 / 50","50 / 55",,,"35+",
"Lency Delgado","3B","CHW",,26,"21.325","30 / 40",35,40,"30 / 50","50 / 55","50 / 45","40 / 50","60 / 60",87,104,"35+","sa3006913"
"Roismar Quintana","RF","WSN",,19,"17.6972222","20 / 50",,,"20 / 50","55 / 60","55 / 50","45 / 55","50 / 50",,,"35+",
"Lenyn Sosa","SS","CHW",,27,"20.7277777","35 / 55",30,55,"30 / 45","45 / 55","40 / 30","30 / 40","45 / 45",86,102,"35+","sa3004051"
"Jackson Cluff","SS","WSN",,20,"23.8722222","",50,50,"","","","45 / 50","55 / 55",85,102,"35+","sa3010342"
"Milkar Perez","3B","SEA",,37,"19.0027777","25 / 55",55,50,"20 / 45","45 / 50","40 / 30","40 / 50","50 / 55",89,102,"35+","sa3008883"
"Raudy Read","C","WSN",,21,"26.9666666","45 / 50",40,50,"45 / 50","55 / 55","20 / 20","40 / 45","45 / 45",90,109,"35+","15766"
"James Beard","CF","CHW",,29,"20.0638888","20 / 40",,,"20 / 35","30 / 40","80 / 80","40 / 70","40 / 40",82,102,"35+","sa3010038"
"Omar Hernandez","C","KCR",,41,"18.8527777","25 / 55",50,55,"20 / 40","35 / 40","30 / 30","45 / 55","55 / 55",81,99,"35+","sa3010155"
"Luis Liberato","CF","SEA",,39,"24.8305555","30 / 35",40,40,"35 / 40","50 / 50","60 / 60","50 / 50","60 / 60",91,105,"35+","sa737020"
"DJ Gladney","3B","CHW",,31,"19.2583333","20 / 40",30,35,"25 / 55","50 / 60","40 / 40","30 / 40","50 / 50",92,109,"35+","sa3010043"
"Austin Shenton","3B","SEA",,40,"22.7361111","30 / 45",55,45,"30 / 50","55 / 55","30 / 30","40 / 45","50 / 50",87,102,"35+","sa3009869"
"Bryce Bush","RF","CHW",,32,"20.8416666","30 / 35",40,35,"35 / 55","55 / 60","50 / 45","30 / 35","50 / 50",90,110,"35+","sa3008278"
"Omar Florentino","SS","KCR",,45,"18.975","25 / 55",,60,"20 / 35","30 / 40","60 / 60","45 / 55","45 / 50",80,98,"35+","sa3008758"
"John Rave","CF","KCR",,46,"22.7972222","35 / 50",50,50,"30 / 40","40 / 45","60 / 60","45 / 55","45 / 45",,103,"35+","sa918890"
"Johnabiell Laureano","CF","CHW",,35,"20.0166666","20 / 50",,,"20 / 50","45 / 50","55 / 50","40 / 50","45 / 50",89,104,"35+","sa3005787"
"Luis Mieses","CF","CHW",,38,"20.3805555","30 / 55",20,60,"20 / 50","50 / 55","45 / 40","45 / 45","45 / 45",85,106,"35+","sa3003274"
"MacKenzie Wainwright","RF","CIN",,24,"18.1972222","20 / 50",,,"20 / 55","45 / 60","55 / 50","40 / 50","45 / 50",,,"35+",
"Michael Hermosillo","RF","LAA",,29,"25.75","40 / 45",55,45,"40 / 45","50 / 50","65 / 65","50 / 55","50 / 50",91,,"35+","16285"
"Roberto Chirinos","SS","NYY",,45,"20.1083333","20 / 50",30,50,"20 / 40","45 / 50","45 / 40","40 / 50","60 / 60",85,102,"35+","sa3005484"
"Eric Yang","C","CIN",,29,"22.5583333","35 / 60",55,55,"30 / 30","35 / 40","30 / 30","40 / 50","45 / 45",85,102,"35+","sa1169769"
"Livan Soto","SS","LAA",,32,"20.3194444","25 / 55",50,65,"20 / 30","35 / 40","55 / 55","50 / 55","50 / 50",80,94,"35+","sa3004264"
"Mariel Bautista","CF","CIN",,32,"23.0055555","30 / 50",35,50,"20 / 45","55 / 60","60 / 55","45 / 50","50 / 50",85,105,"35+","sa872535"
"Jose Bonilla","3B","LAA",,33,"18.5416666","25 / 55",,,"20 / 50","45 / 55","40 / 40","40 / 50","60 / 60",84,102,"35+","sa3011404"
"Michel Triana","1B","CIN",,33,"20.9","30 / 45",,,"35 / 55","60 / 65","30 / 20","40 / 45","55 / 55",,,"35+",
"Madison Santos","CF","NYY",,50,"21.1138888","30 / 45",35,45,"30 / 40","45 / 50","70 / 70","45 / 55","55 / 55",89,106,"35+","sa3006206"
"Grant McCray","CF","SFG",,36,"19.8611111","25 / 55",55,50,"20 / 40","45 / 50","60 / 60","45 / 50","50 / 55",89,104,"35+","sa3010042"
"Logan Wyatt","1B","SFG",,38,"22.9222222","30 / 50",70,55,"35 / 50","50 / 55","30 / 30","45 / 50","45 / 45",87,105,"35+","sa3011259"
"Debby Santana","3B","CIN",,36,"20.1472222","20 / 35",20,40,"20 / 55","60 / 70","40 / 40","35 / 45","70 / 70",93,112,"35+","sa3003210"
"Dayro Perez","SS","NYY",,53,"18.7138888","20 / 45",40,40,"20 / 40","35 / 45","60 / 60","45 / 55","60 / 60",85,100,"35+","sa3009299"
"Jimmy Glowenke","2B","SFG",,39,"21.3666666","35 / 55",,,"30 / 45","50 / 50","40 / 40","40 / 45","50 / 50",,,"35+",
"Danny Lantigua","RF","CIN",,37,"21.6111111","20 / 30",20,30,"30 / 55","60 / 65","50 / 45","45 / 50","60 / 60",90,108,"35+","sa3005239"
"Chris Gittens","1B","NYY",,54,"26.7027777","35 / 35",55,40,"50 / 55","80 / 80","30 / 30","40 / 40","55 / 55",96,114,"35+","sa829048"
"Tyler Fitzgerald","SS","SFG",,41,"23.0888888","30 / 45",45,40,"30 / 40","45 / 50","55 / 50","45 / 50","55 / 55",86,103,"35+","sa3011257"
"Garrett Frechette","1B","SFG",,42,"19.7972222","20 / 50",40,45,"20 / 55","50 / 60","30 / 30","40 / 55","50 / 55",86,106,"35+","sa3010636"
"Yan Contreras","SS","CIN",,40,"19.7138888","20 / 40",40,30,"20 / 45","45 / 55","55 / 55","40 / 50","70 / 70",80,100,"35+","sa1169894"
"Connor Cannon","DH","SFG",,43,"22.4194444","30 / 40",40,40,"35 / 60","80 / 80","20 / 20","40 / 45","55 / 55",95,116,"35+","sa3010010"
"Glenallen Hill Jr.","2B","ARI",,37,"20.0472222","20 / 45",55,40,"30 / 50","45 / 50","70 / 70","30 / 45","45 / 45",84,102,"35+","sa3010335"
"A.J. Vukovich","1B","ARI",,39,"19.2416666","20 / 50",,,"25 / 55","55 / 60","30 / 20","35 / 45","55 / 55",,108,"35+",
"Jake McCarthy","LF","ARI",,46,"23.2138888","30 / 50",50,40,"25 / 40","50 / 50","60 / 60","50 / 55","40 / 40",81,103,"35+","sa3007015"
"Eduardo Diaz","CF","ARI",,49,"23.2444444","30 / 40",40,40,"30 / 50","50 / 55","55 / 55","40 / 50","60 / 60",86,106,"35+","sa917182"
"Buddy Reed","CF","OAK",,25,"25.4722222","35 / 35",45,40,"30 / 35","50 / 50","70 / 70","65 / 70","60 / 60",85,,"35+","sa738683"
"Greg Deichmann","RF","OAK",,27,"25.3805555","30 / 45",,,"40 / 50","65 / 65","50 / 45","40 / 45","55 / 55",,,"35+","sa3004977"
"Brandon Lewis","3B","LAD",,36,"21.9833333","30 / 45",45,45,"30 / 55","55 / 60","30 / 30","35 / 45","60 / 60",89,107,"35+","sa3010035"
"Lazaro Armenteros","LF","OAK",,31,"21.4027777","20 / 30",55,20,"35 / 55","60 / 60","60 / 55","40 / 45","40 / 40",86,,"35+","sa969091"
"Devin Mann","2B","LAD",,38,"23.6833333","40 / 50",55,45,"40 / 45","50 / 50","40 / 40","40 / 45","50 / 50",89,105,"35+","sa3006869"
"Luis Barrera","RF","OAK",,33,"24.9222222","40 / 45",35,45,"30 / 35","50 / 50","70 / 70","55 / 60","70 / 70",85,,"35+","sa736690"
"Justin Williams","LF","STL",,32,"25.1583333","40 / 45",40,45,"40 / 50","60 / 60","40 / 40","50 / 50","50 / 50",92,110,"35+","15490"
"Jeren Kendall","CF","LAD",,39,"24.7027777","30 / 35",50,30,"40 / 45","55 / 55","70 / 70","55 / 60","50 / 50",87,104,"35+","sa829529"
"CJ Alexander","3B","ATL",,19,"24.25","35 / 45",55,40,"40 / 50","60 / 60","40 / 40","40 / 45","60 / 60",89,106,"35+","sa3006912"
"Jesse Franklin","CF","ATL",,20,"21.8777777","30 / 45",50,45,"35 / 50","50 / 55","50 / 50","40 / 45","40 / 40",89,105,"35+",
"Zach Reks","DH","LAD",,41,"26.9305555","45 / 45",55,50,"45 / 50","55 / 55","45 / 45","30 / 30","40 / 40",91,107,"35+","sa3004166"
"Luke Raley","1B","LAD",,42,"26.0777777","35 / 40",40,45,"40 / 45","60 / 60","55 / 50","45 / 50","60 / 60",91,108,"35+","sa918048"
"Stephen Paolini","CF","ATL",,22,"19.9","20 / 50",,,"20 / 40","50 / 55","65 / 65","45 / 50","55 / 55",85,104,"35+","sa3010720"
"Greyson Jenista","RF","ATL",,23,"23.8611111","30 / 40",50,35,"30 / 55","60 / 60","50 / 45","45 / 50","55 / 55",90,108,"35+","sa3007044"
"Bryce Ball","1B","ATL",,24,"22.275","30 / 40",50,45,"35 / 55","70 / 70","40 / 40","45 / 50","45 / 45",92,107,"35+","sa1170451"
"Jake Vogel","CF","LAD",,45,"19.0138888","20 / 45",,,"20 / 40","40 / 45","80 / 80","45 / 60","55 / 55",,,"35+",
"James Outman","CF","LAD",,46,"23.425","30 / 35",50,40,"35 / 45","50 / 50","60 / 60","50 / 55","55 / 55",89,106,"35+","sa3007312"
"Terone Harris","LF","ATL",,26,"24.7555555","35 / 45",40,50,"40 / 50","55 / 55","45 / 45","45 / 50","40 / 40",90,107,"35+","sa3006876"
"Bryan Lavastida","C","CLE",,48,"21.8888888","30 / 45",50,40,"35 / 40","50 / 55","30 / 30","30 / 45","40 / 45",89,104,"35+","sa3006917"
"Steven Kwan","CF","CLE",,50,"23.1166666","35 / 60",55,65,"30 / 30","30 / 30","45 / 45","50 / 55","50 / 50",86,99,"35+","sa3008536"
"Jhonkensy Noel","1B","CLE",,51,"19.2555555","20 / 45",40,45,"25 / 60","55 / 65","30 / 20","40 / 55","55 / 55",90,112,"35+","sa3005579"
"Victor Nova","3B","CLE",,52,"20.7805555","25 / 55",60,50,"20 / 40","45 / 50","45 / 40","35 / 45","50 / 50",83,102,"35+","sa3006075"
"Johnathan Rodriguez","RF","CLE",,53,"20.9527777","30 / 45",45,40,"30 / 50","45 / 55","50 / 40","40 / 50","60 / 60",88,107,"35+","sa3004147"
"Logan O'Hoppe","C","PHI",,27,"20.6888888","30 / 40",40,45,"30 / 45","50 / 55","30 / 30","40 / 50","55 / 55",89,104,"35+","sa3007519"
"Marcus Lee Sang","RF","PHI",,34,"19.7916666","20 / 45",45,40,"25 / 50","45 / 50","55 / 50","40 / 50","60 / 60",86,103,"35+","sa3011445"
"Carlos De La Cruz","RF","PHI",,38,"21.0305555","30 / 35",35,35,"35 / 55","55 / 70","55 / 50","40 / 50","50 / 50",89,108,"35+","sa3006903"
"Brian O'Grady","CF","TBR",,37,"28.4166666","35 / 35",55,40,"50 / 50","55 / 55","55 / 55","45 / 45","55 / 55",91,108,"35+","16729"
"Rixon Wingrove","1B","PHI",,40,"20.4","20 / 50",55,50,"25 / 60","60 / 60","20 / 20","40 / 45","40 / 40",90,107,"35+","sa3007298"
"Esteban Quiroz","2B","TBR",,38,"28.6666666","55 / 55",55,55,"35 / 40","45 / 45","40 / 40","40 / 40","45 / 45",91,,"35+","sa596560"
"Baron Radcliff","1B","PHI",,41,"21.6888888","30 / 40",,,"35 / 55","70 / 70","30 / 30","40 / 45","40 / 40",,,"35+",
"Jelfry Marte","SS","TBR",,41,"19.5555555","25 / 50",30,30,"20 / 40","40 / 50","65 / 65","50 / 60","60 / 60",80,100,"35+","sa3006886"
"Zach Watson","CF","BAL",,33,"23.3111111","30 / 50",50,50,"30 / 35","45 / 45","55 / 55","45 / 50","60 / 60",85,102,"35+","sa3011258"
"Ian Lewis","2B","MIA",,37,"17.7027777","20 / 45",,,"20 / 40","30 / 45","70 / 70","40 / 55","50 / 50",,,"35+",
"Niko Hulsizer","LF","TBR",,42,"23.7111111","30 / 35",60,40,"45 / 55","70 / 70","45 / 40","40 / 40","45 / 45",89,111,"35+","sa3007053"
"Joseph Ortiz","SS","BAL",,34,"22.2583333","30 / 45",50,60,"30 / 35","40 / 45","55 / 55","50 / 55","55 / 55",85,103,"35+","sa3009889"
"Christian Koss","SS","COL",,26,"22.7222222","35 / 55",50,50,"30 / 45","45 / 45","50 / 50","40 / 45","50 / 50",90,103,"35+","sa3011227"
"Cal Stevenson","CF","TBR",,43,"24.0972222","50 / 60",60,70,"30 / 30","35 / 35","60 / 60","40 / 40","40 / 40",85,98,"35+","sa3006871"
"Maverick Handley","C","BAL",,35,"22.6027777","35 / 50",55,55,"30 / 40","40 / 40","50 / 50","45 / 55","40 / 40",85,101,"35+","sa3010848"
"Cristhian Rodriguez","3B","MIA",,39,"18.8166666","20 / 50",40,40,"20 / 50","45 / 55","40 / 35","40 / 50","50 / 55",83,99,"35+","sa3008785"
"Ronaiker Palma","C","COL",,28,"20.7916666","25 / 55",40,60,"20 / 30","30 / 40","40 / 40","45 / 60","60 / 60",79,96,"35+","sa3005624"
"Dalvy Rosario","SS","MIA",,40,"20.2361111","20 / 40",40,45,"25 / 45","40 / 50","55 / 55","45 / 55","55 / 55",83,103,"35+","sa3005712"
"Thomas Jones","CF","MIA",,41,"22.8555555","30 / 40",45,35,"30 / 50","45 / 55","55 / 50","45 / 55","50 / 50",87,105,"35+","sa917968"
"Nick Fortes","C","MIA",,43,"23.9333333","40 / 50",55,55,"30 / 35","40 / 40","40 / 40","45 / 50","55 / 55",88,102,"35+","sa3006714"
"Logan Driscoll","C","TBR",,48,"22.9555555","30 / 40",55,40,"30 / 45","50 / 55","30 / 30","40 / 45","55 / 55",,,"35+","sa3009882"
"Lamar Sparks","CF","BAL",,40,"22.0583333","30 / 50",40,40,"30 / 35","45 / 50","60 / 60","40 / 55","60 / 60",88,101,"35+","sa3004932"
"Tristan Pompey","LF","MIA",,44,"23.5666666","30 / 40",55,40,"30 / 50","60 / 60","45 / 40","40 / 45","45 / 45",90,108,"35+","sa3008077"
"Alberto Figuereo","2B","TBR",,50,"20.4805555","25 / 60",45,55,"20 / 40","35 / 45","65 / 65","50 / 55","50 / 50",,96,"35+","sa3005583"
"Brett Cumberland","DH","BAL",,42,"25.3111111","45 / 50",60,50,"40 / 45","50 / 50","30 / 30","30 / 30","45 / 45",86,104,"35+","sa915611"
"Andrew Daschbach","RF","BAL",,44,"22.9861111","30 / 50",55,45,"35 / 50","55 / 55","40 / 40","45 / 50","45 / 45",92,110,"35+","sa3011414"
"Alexander Mojica","1B","PIT",,36,"18.2083333","25 / 55",55,55,"25 / 55","55 / 60","20 / 20","35 / 40","50 / 50",89,105,"35+","sa3008889"
"Matt Gorski","RF","PIT",,38,"22.8194444","30 / 45",45,40,"30 / 45","50 / 50","55 / 55","45 / 55","55 / 55",88,104,"35+","sa3010399"
"Juan Jerez","2B","PIT",,39,"18.8861111","25 / 55",55,50,"25 / 45","45 / 50","45 / 45","45 / 50","50 / 50",88,103,"35+","sa3008892"
"Andre Lipcius","3B","DET",,36,"22.4027777","35 / 55",45,55,"30 / 40","50 / 50","45 / 45","50 / 55","55 / 55",84,100,"35+","sa3010401"
"Luis Tejeda","3B","PIT",,40,"18.1416666","20 / 50",50,45,"25 / 50","45 / 55","40 / 40","40 / 45","50 / 55",86,101,"35+","sa3008913"
"Tyrone Taylor","CF","MIL",,33,"26.7361111","50 / 50",40,50,"40 / 40","45 / 45","55 / 55","55 / 55","50 / 50",88,106,"35+","13675"
"Juan Pie","RF","PIT",,42,"19.5444444","20 / 40",50,45,"25 / 55","45 / 55","55 / 50","40 / 50","55 / 60",83,104,"35+","sa3005531"
"Sergio Alcantara","SS","DET",,39,"24.2694444","45 / 50",55,50,"20 / 20","30 / 30","55 / 55","55 / 60","70 / 70",85,99,"35+","16417"
"Nick Yorke","SS","BOS",,29,"18.5416666","25 / 60",50,60,"20 / 40","40 / 45","50 / 45","40 / 50","50 / 50",,,"35+",
"Daz Cameron","CF","DET",,40,"23.7555555","35 / 45",55,40,"35 / 45","50 / 50","50 / 50","50 / 55","55 / 55",88,109,"35+","18353"
"Je'Von Ward","RF","MIL",,36,"20.9777777","30 / 45",55,50,"30 / 50","50 / 60","50 / 45","45 / 50","55 / 55",87,106,"35+","sa3004969"
"Sergio Campana","CF","PIT",,44,"18.55","20 / 45",45,45,"20 / 45","40 / 50","80 / 80","45 / 60","45 / 50",80,100,"35+","sa3009834"
"Eduardo Lopez","CF","BOS",,30,"18.4416666","25 / 55",60,55,"20 / 40","40 / 50","50 / 55","45 / 60","50 / 55",84,100,"35+","sa3009275"
"Osvaldo Gavilan","CF","PIT",,45,"19.0194444","20 / 50",45,55,"20 / 45","40 / 45","50 / 50","45 / 50","50 / 50",83,99,"35+","sa3008873"
"Marcus Wilson","CF","BOS",,31,"24.1722222","30 / 35",50,35,"40 / 45","55 / 55","60 / 60","45 / 50","50 / 50",90,106,"35+","sa828703"
"Pablo Abreu","CF","MIL",,38,"20.9944444","30 / 35",45,30,"30 / 50","50 / 55","55 / 55","45 / 50","55 / 55",87,112,"35+","sa3003329"
"Anthony Alford","CF","PIT",,46,"26.2416666","35 / 35",45,40,"40 / 40","60 / 60","70 / 70","50 / 55","40 / 40",89,107,"35+","14329"
"Juan Chacon","CF","BOS",,32,"17.8694444","20 / 50",,,"20 / 50","40 / 50","60 / 55","45 / 55","50 / 55",,,"35+",
"Sam McMillan","C","DET",,45,"21.8777777","30 / 40",60,45,"30 / 35","40 / 45","40 / 35","45 / 50","55 / 55",85,102,"35+","sa3004277"
"Naysbel Marcano","C","BOS",,36,"18.4","20 / 45",45,45,"20 / 40","45 / 50","20 / 20","45 / 55","60 / 60",88,100,"35+","sa3008804"
"Albert Feliz","LF","BOS",,38,"18.5111111","20 / 40",45,45,"25 / 60","70 / 80","30 / 30","40 / 45","40 / 40",91,105,"35+","sa3008799"